time_s,I,II,III
7.029296875,-0.0467601397222936,-0.237517364924782,-0.190734251546648
7.0302734375,-0.0472951527625944,-0.240080501956344,-0.192716404345155
7.03125,-0.0477766644988652,-0.239554730257562,-0.191821238565184
7.0322265625,-0.0481511736270758,-0.241723538515038,-0.193611570125126
7.033203125,-0.0512542492608206,-0.246324040879381,-0.195082199620792
7.0341796875,-0.0513077505648507,-0.244418118471296,-0.193100046822286
7.03515625,-0.0540898183744151,-0.247572748663988,-0.193483689299416
7.0361328125,-0.0537688105502346,-0.246981255502858,-0.193227927647996
7.037109375,-0.0533408001179939,-0.248558570599204,-0.195274020859358
7.0380859375,-0.0498632153560384,-0.24369518238547,-0.193803391363691
7.0390625,-0.0463321292900529,-0.238306022472955,-0.191949119390894
7.0400390625,-0.0486861866673766,-0.238568908322346,-0.189903026179532
7.041015625,-0.0510402440447003,-0.238766072709389,-0.18772905214246
7.0419921875,-0.0535548053341143,-0.239291844408171,-0.185682958931098
7.04296875,-0.0532872988139638,-0.237320200537738,-0.184020508196867
7.0439453125,-0.050237724484249,-0.236071492753131,-0.185810839756809
7.044921875,-0.0532337975099338,-0.238503186859998,-0.185299316453968
7.0458984375,-0.0535013040300842,-0.238897515634084,-0.185427197279678
7.046875,-0.0538758131582948,-0.240146223418692,-0.186258422646794
7.0478515625,-0.0515217557809711,-0.236268657140174,-0.184723852738272
7.048828125,-0.052110270125302,-0.241723538515038,-0.189583324115257
7.0498046875,-0.052752285773663,-0.241592095590342,-0.188879979573851
7.05078125,-0.0562833718396485,-0.247441305739292,-0.191181834436634
7.0517578125,-0.059760956601604,-0.253093351501199,-0.193355808473706
7.052734375,-0.0601354657298146,-0.25539360268337,-0.195274020859358
7.0537109375,-0.0603494709459349,-0.254013451974068,-0.193675510537981
7.0546875,-0.0574068992242803,-0.248887177910943,-0.191501536500909
7.0556640625,-0.0542503222865053,-0.2486900135239,-0.194442795492242
7.056640625,-0.0538758131582948,-0.247572748663988,-0.193675510537981
7.0576171875,-0.0533408001179939,-0.245666826255903,-0.192332761868025
7.05859375,-0.0526987844696329,-0.245995433567642,-0.193291868060851
7.0595703125,-0.0549458392388964,-0.245929712105294,-0.190990013198069
7.060546875,-0.0601354657298146,-0.245732547718251,-0.185555078105388
7.0615234375,-0.0624895231071383,-0.245666826255903,-0.183189282829751
7.0625,-0.0620080113708676,-0.243103689224341,-0.181079249205534
7.0634765625,-0.0617405048507171,-0.241197766816256,-0.179480738884157
7.064453125,-0.061633502242657,-0.243103689224341,-0.181462891682664
7.0654296875,-0.0617940061547472,-0.240146223418692,-0.178329811452766
7.06640625,-0.0621150139789277,-0.24106632389156,-0.178905275168462
7.0673828125,-0.0568183848799494,-0.234165570345046,-0.17737070525994
7.068359375,-0.0574604005283104,-0.236728707376608,-0.179288917645592
7.0693359375,-0.0581559174807015,-0.24284080337495,-0.184659912325417
7.0703125,-0.0617940061547472,-0.252041808103635,-0.190222728243808
7.0712890625,-0.0624895231071383,-0.255327881221023,-0.192844285170865
7.072265625,-0.0630245361474392,-0.261177091369973,-0.198151339437835
7.0732421875,-0.0633990452756497,-0.260454155284148,-0.197064352419299
7.07421875,-0.06355954918774,-0.258876840187801,-0.195337961272213
7.0751953125,-0.0635060478837099,-0.262162913305189,-0.198598922327821
7.076171875,-0.0632385413635595,-0.261374255757016,-0.198151339437835
7.0771484375,-0.0627035283232587,-0.259599776273627,-0.196872531180734
7.078125,-0.0650040843965523,-0.259928383585366,-0.194954318795082
7.0791015625,-0.0671976378617857,-0.256708031930326,-0.189519383702402
7.080078125,-0.0664486196053645,-0.253093351501199,-0.186706005536779
7.0810546875,-0.0656996013489434,-0.252436136877722,-0.186769945949634
7.08203125,-0.0650575857005823,-0.252107529565983,-0.18708964801391
7.0830078125,-0.0616870035466871,-0.24954439253442,-0.187856932968171
7.083984375,-0.0643620687481913,-0.253684844662329,-0.189327562463837
7.0849609375,-0.0643085674441612,-0.253027630038851,-0.188752098748141
7.0859375,-0.0674651443819361,-0.253553401737633,-0.186066601408229
7.0869140625,-0.0679466561182069,-0.258153904101976,-0.190222728243808
7.087890625,-0.0685351704625378,-0.260717041133539,-0.192204881042315
7.0888671875,-0.0693376900229891,-0.267026301518923,-0.19770375654785
7.08984375,-0.0701402095834404,-0.273729890678394,-0.203586274530516
7.0908203125,-0.0709427291438916,-0.283456667105861,-0.212537932330224
7.091796875,-0.0716382460962827,-0.292920557683938,-0.221297768891368
7.0927734375,-0.0751693321622683,-0.304750420906533,-0.229610022562526
7.09375,-0.0725477682647941,-0.309745252044963,-0.237218931692278
7.0947265625,-0.0726547708728543,-0.316580284129129,-0.243932675042059
7.095703125,-0.0696051965431395,-0.316383119742086,-0.246809993620537
7.0966796875,-0.0721197578325535,-0.323743923525034,-0.251605524584667
7.09765625,-0.0714777421841925,-0.327029996642422,-0.255505889768826
7.0986328125,-0.0707287239277713,-0.329461690749289,-0.258702910411579
7.099609375,-0.0728152747849446,-0.334259357500675,-0.261452348164346
7.1005859375,-0.0719057526164331,-0.333010649716068,-0.261068705687216
7.1015625,-0.0682141626383573,-0.323152430363904,-0.25493042605313
7.1025390625,-0.0587444318250324,-0.302121562412623,-0.243357211326364
7.103515625,-0.0465996358102033,-0.279053329128562,-0.232487341141003
7.1044921875,-0.0346688450114945,-0.26301729231571,-0.228331214305424
7.10546875,-0.0230055607329362,-0.248229963287465,-0.225262074488381
7.1064453125,-0.0116097829745283,-0.237714529311825,-0.226093299855497
7.107421875,-0.0033705821538953,-0.240146223418692,-0.236707408389437
7.1083984375,0.00759718517227195,-0.240606273655126,-0.248216682703348
7.109375,0.0155153781687244,-0.241854981439733,-0.257360161741622
7.1103515625,0.0263226415828014,-0.23462562058148,-0.260940824861506
7.111328125,0.0430150484401877,-0.218523862306281,-0.261516288577201
7.1123046875,0.0627570296272887,-0.193155377840048,-0.255889532245956
7.11328125,0.0856555877521648,-0.166932514363294,-0.252564630777493
7.1142578125,0.11459979323244,-0.127828244266381,-0.242462045546393
7.115234375,0.143865006536896,-0.0814946133112145,-0.225326014901237
7.1162109375,0.173451227665533,-0.0190592240808485,-0.192460642693735
7.1171875,0.20325145401029,0.0565204576190681,-0.146743247502366
7.1181640625,0.227434043431888,0.142024080133496,-0.0854243915743621
7.119140625,0.257608778904855,0.240211944881039,-0.0174557327094318
7.1201171875,0.287890516985883,0.344709070013968,0.0567790866152946
7.12109375,0.312287111623601,0.452229382414893,0.139901623326874
7.1220703125,0.333687633235635,0.559355366041731,0.225645716965512
7.123046875,0.351931577909894,0.674433646612648,0.32251544244093
7.1240234375,0.378682229924936,0.802919105502506,0.424244639293333
7.125,0.408107947141482,0.932916158026362,0.524758968301489
7.1259765625,0.440155228255502,1.06127017399153,0.621117170474067
7.126953125,0.471881501545342,1.18515513051704,0.71325530539821
7.1279296875,0.500397696593377,1.31055168067655,0.810125030873628
7.12890625,0.525864317311697,1.42891603436486,0.903094391164888
7.1298828125,0.536511076813684,1.54077396328074,1.00424812430159
7.130859375,0.532551980315458,1.65236900634722,1.11978845033069
7.1318359375,0.516929599538673,1.75837772511415,1.24146705599387
7.1328125,0.492747010117075,1.8359290506845,1.34319625284628
7.1337890625,0.471667496329222,1.86773823846081,1.39607497427741
7.134765625,0.447966418643895,1.84250119691927,1.39454040436889
7.1357421875,0.427475419200373,1.79261860699733,1.36512781445556
7.13671875,0.401473785441752,1.71802474723263,1.31653310068571
7.1376953125,0.369908016064002,1.63041803792307,1.26052129902468
7.138671875,0.332671108459063,1.52355494014562,1.19082624901266
7.1396484375,0.295594704766215,1.39999859093185,1.10437881083262
7.140625,0.258625303681427,1.26809561599991,1.00942729774286
7.1416015625,0.218659829570954,1.13014626653197,0.911470585248901
7.142578125,0.172755710713142,0.979972725067354,0.807183771882296
7.1435546875,0.12080594449993,0.813960311176928,0.693241956174576
7.14453125,0.0685351704625378,0.637826792084949,0.569261495648612
7.1455078125,0.0218285320442743,0.471682935269828,0.449884744848212
7.146484375,-0.0164249003372358,0.338991302789713,0.355444755061287
7.1474609375,-0.0462251266819927,0.251516036404853,0.297706562253166
7.1484375,-0.0704077161035908,0.197755880204391,0.268166091514128
7.1494140625,-0.08897266860203,0.160557532515562,0.249559431373305
7.150390625,-0.10175948026522,0.134531833425852,0.236323765912307
7.1513671875,-0.111657221510786,0.105548668530492,0.217205582468644
7.15234375,-0.118558889730667,0.0741338095282661,0.1926524639323
7.1533203125,-0.125246552734427,0.0465307953422096,0.17180788934155
7.154296875,-0.134609280939692,0.017350466059807,0.151986361356481
7.1552734375,-0.134876787459842,-0.00151159363399833,0.133379701215658
7.15625,-0.134876787459842,-0.0158388724258086,0.118993108323269
7.1572265625,-0.137444850053286,-0.031480580464574,0.105949264100837
7.158203125,-0.13969190482255,-0.0428503934507353,0.0968697254754181
7.1591796875,-0.144667526097348,-0.0502111972336838,0.0945039301997808
7.16015625,-0.143704502624806,-0.0481738319009034,0.0955269768054618
7.1611328125,-0.148519619987514,-0.0577034439413277,0.0907953862541872
7.162109375,-0.150445666932597,-0.067495941831143,0.0829307154730147
7.1630859375,-0.146647074346461,-0.0722278871201812,0.0744266405632915
7.1640625,-0.1460050586981,-0.0839263074180814,0.0620861408822647
7.1650390625,-0.142741479152265,-0.0970048784252843,0.0457173951913689
7.166015625,-0.13974540612658,-0.108703298723184,0.0310750406475599
7.1669921875,-0.134181270507451,-0.121847591192735,0.0123404996810269
7.16796875,-0.131773711826097,-0.136306312909241,-0.0044758288998543
7.1689453125,-0.126691087943239,-0.143009902068712,-0.0163048052780407
7.169921875,-0.124711539694126,-0.156285637462958,-0.0315865639504004
7.1708984375,-0.122731991445013,-0.161017582751996,-0.0383003073001818
7.171875,-0.12080594449993,-0.171467295265289,-0.0506408069812087
7.1728515625,-0.112834250199448,-0.175410583006154,-0.0625337237722501
7.173828125,-0.107644623708529,-0.184217258960753,-0.0766006146003636
7.1748046875,-0.102187490697461,-0.191906670055441,-0.0896444588227961
7.17578125,-0.0906312090269626,-0.186386067218229,-0.095782738456882
7.1767578125,-0.0816964912539385,-0.182508500939712,-0.100834031072432
7.177734375,-0.0783259091000432,-0.180273971219888,-0.101921018090968
7.1787109375,-0.0746878204259975,-0.174030432296852,-0.0992994611639104
7.1796875,-0.0767743712831708,-0.175870633242589,-0.0990436995124902
7.1806640625,-0.0700332069753802,-0.168575550921988,-0.0985961166225047
7.181640625,-0.0661811130852141,-0.167261121675033,-0.101089792723852
7.1826171875,-0.0623825204990781,-0.160557532515562,-0.0981485337325193
7.18359375,-0.0587979331290625,-0.154642600904264,-0.0958466788697371
7.1845703125,-0.0583164213927917,-0.152736678496179,-0.0943760493740707
7.185546875,-0.0552133457590469,-0.146164532261404,-0.0909872074927524
7.1865234375,-0.055266847063077,-0.149713491228183,-0.0944399897869257
7.1875,-0.0526987844696329,-0.15155369217392,-0.098851878273925
7.1884765625,-0.0532872988139638,-0.157337180860522,-0.104031051715185
7.189453125,-0.0510937453487304,-0.16384360563295,-0.112726947863473
7.1904296875,-0.0519497662132117,-0.167786893373815,-0.115860028093371
7.19140625,-0.0528057870776931,-0.174687646920329,-0.121870426901747
7.1923828125,-0.0536083066381443,-0.181259793155104,-0.127625064058703
7.193359375,-0.0513612518688808,-0.184217258960753,-0.132804237499963
7.1943359375,-0.048953693187527,-0.189146368636835,-0.14022132539115
7.1953125,-0.0491676984036474,-0.190000747647356,-0.1408607295197
7.1962890625,-0.0491676984036474,-0.195587071946915,-0.146423545438091
7.197265625,-0.0459576201618423,-0.191249455431963,-0.1452726180067
7.1982421875,-0.0484186801472262,-0.188817761325096,-0.140413146629715
7.19921875,-0.0477766644988652,-0.188620596938053,-0.1408607295197
7.2001953125,-0.0440315732167593,-0.185005916508926,-0.140924669932555
7.201171875,-0.0402864819346534,-0.181259793155104,-0.14098861034541
7.2021484375,-0.0394839623742021,-0.177842277113021,-0.138303113005498
7.203125,-0.038788445421811,-0.17495053276972,-0.136129138968426
7.2041015625,-0.0412495054071949,-0.172847445974592,-0.131589369655716
7.205078125,-0.0409284975830144,-0.171795902577028,-0.130822084701456
7.2060546875,-0.0379324245573297,-0.168838436771379,-0.130886025114311
7.20703125,-0.0352038580517954,-0.169955701631291,-0.134722449885614
7.2080078125,-0.0326892967623814,-0.169035601158422,-0.136320960206991
7.208984375,-0.0303887406890878,-0.168904158233727,-0.138558874656918
7.2099609375,-0.0310842576414789,-0.172124509888767,-0.141052550758266
7.2109375,-0.0347758476195547,-0.175607747393198,-0.140796789106845
7.2119140625,-0.0355248658759759,-0.178828099048238,-0.143290465208193
7.212890625,-0.0391094532459915,-0.18461158773484,-0.145464439245265
7.2138671875,-0.0396444662862924,-0.186714674529968,-0.147062949566641
7.21484375,-0.040018975414503,-0.185005916508926,-0.145016856355279
7.2158203125,-0.0371834063009085,-0.182311336552668,-0.145144737180989
7.216796875,-0.0370764036928483,-0.181522679004495,-0.144505333052439
7.2177734375,-0.0338128241470132,-0.179879642445802,-0.14603990296096
7.21875,-0.0303352393850577,-0.177447948338935,-0.147062949566641
7.2197265625,-0.0268041533190722,-0.168641272384336,-0.141883776125381
7.220703125,-0.026055135062651,-0.165486642191644,-0.139454040436889
7.2216796875,-0.0253061168062298,-0.156548523312349,-0.131269667591441
7.22265625,-0.0276066728795234,-0.159703153505041,-0.132100892958557
7.2236328125,-0.024129088117568,-0.151685135098615,-0.127625064058703
7.224609375,-0.0237545789893574,-0.153328171657309,-0.129543276444354
7.2255859375,-0.0264831454948917,-0.152868121420875,-0.126346255801601
7.2265625,-0.0265366467989218,-0.153328171657309,-0.126793838691587
7.2275390625,-0.0238615815974175,-0.148859112217662,-0.12493956671879
7.228515625,-0.0243430933336883,-0.153853943356091,-0.129543276444354
7.2294921875,-0.0219890359563646,-0.150633591701051,-0.128648110664384
7.23046875,-0.0226845529087557,-0.153525336044352,-0.130822084701456
7.2314453125,-0.0204374981394922,-0.153459614582005,-0.132996058738528
7.232421875,-0.0211330150918832,-0.153131007270266,-0.132036952545702
7.2333984375,-0.0216680281321841,-0.155299815527742,-0.133571522454223
7.234375,-0.0220425372603947,-0.156679966237045,-0.134594569059904
7.2353515625,-0.022256542476515,-0.160228925203823,-0.137919470528368
7.236328125,-0.0193674720588905,-0.154116829205482,-0.13478639029847
7.2373046875,-0.0220960385644248,-0.155957030151219,-0.133891224518499
7.23828125,-0.0187789577145595,-0.14833334051888,-0.129543276444354
7.2392578125,-0.0211330150918832,-0.151882299485659,-0.130758144288601
7.240234375,-0.0204909994435222,-0.143404230842798,-0.122893473507428
7.2412109375,-0.0227915555168159,-0.14070965088654,-0.117906121304733
7.2421875,-0.0162643964251456,-0.129405559362727,-0.113174530753459
7.2431640625,-0.0157293833848447,-0.130259938373248,-0.11458121983627
7.244140625,-0.0153013729526041,-0.125856600395948,-0.110552973826401
7.2451171875,-0.0150338664324537,-0.125133664310123,-0.110041450523561
7.24609375,-0.0149803651284236,-0.125133664310123,-0.110169331349271
7.2470703125,-0.00925572559720456,-0.117181367366045,-0.107931416899344
7.248046875,-0.0125193051430397,-0.121584705343344,-0.109082344330735
7.2490234375,-0.0100582451576558,-0.117772860527174,-0.107675655247923
7.25,-0.0106467595019868,-0.117247088828392,-0.106588668229387
7.2509765625,-0.0112887751503478,-0.116787038591958,-0.105501681210851
7.251953125,-0.0148198612163333,-0.122044755579778,-0.107228072357938
7.2529296875,-0.0124658038390096,-0.118232910763609,-0.105757442862272
7.25390625,-0.0100047438536257,-0.116787038591958,-0.106844429880808
7.2548828125,-0.0102722503737762,-0.114749673259178,-0.10447863460517
7.255859375,-0.0103792529818363,-0.111989371840572,-0.101601316026693
7.2568359375,-0.0103257516778062,-0.111397878679442,-0.101089792723852
7.2578125,-0.0100582451576558,-0.107191705089186,-0.0971894275396934
7.2587890625,-0.00668766300376052,-0.102525481262496,-0.0958466788697371
7.259765625,-0.00615264996345968,-0.100422394467368,-0.0942481685483605
7.2607421875,-0.00556413561912875,-0.0981221432851961,-0.0925217774012739
7.26171875,-0.00497562127479783,-0.0929301477597236,-0.0879820080885645
7.2626953125,-0.00144453520881227,-0.0880667595459898,-0.0865753190057532
7.263671875,0.00192604694508303,-0.0835977001063426,-0.0855522724000722
7.2646484375,0.00224705476926354,-0.082677599633474,-0.0849128682715216
7.265625,0.00535013040300842,-0.0794572479784341,-0.0847849874458115
7.2666015625,0.00240755868135379,-0.0798515767525206,-0.082227370931609
7.267578125,0.00219355346523345,-0.077879932882088,-0.0800533968945369
7.2685546875,0.00181904433702286,-0.0764997821727852,-0.0783270057474503
7.26953125,0.0013375326007521,-0.0754482387752211,-0.0767924358389288
7.2705078125,0.00369158997807581,-0.0775513255703492,-0.081204324325928
7.271484375,0.00310307563374488,-0.0795886909031296,-0.0826749538215944
7.2724609375,0.00839970473272322,-0.0755796816999167,-0.0840177024915507
7.2734375,0.0108607647181071,-0.0741995309906138,-0.0850407490972317
7.2744140625,0.0134288273115511,-0.072293608582529,-0.0856801532257823
7.275390625,0.0161573938170854,-0.0668387272076654,-0.0829946558858697
7.2763671875,0.0132148220954308,-0.0695333071639233,-0.0827388942344495
7.27734375,0.013375326007521,-0.0628954394668002,-0.0762809125360883
7.2783203125,0.0107537621100469,-0.064538476025494,-0.0753218063432624
7.279296875,0.0141243442639422,-0.0570462293178501,-0.0711656795076834
7.2802734375,0.0146593573042431,-0.0551403069097653,-0.069758990424872
7.28125,0.0151943703445439,-0.0502769186960315,-0.0654749827635829
7.2822265625,0.0157828846888748,-0.0426532290636921,-0.0583775969366711
7.283203125,0.0162643964251456,-0.0382498910863926,-0.0544772317525123
7.2841796875,0.0195279759709807,-0.0313491375398785,-0.0508965686326289
7.28515625,0.0197954824911311,-0.0308233658410964,-0.0505768665683536
7.2861328125,0.0227915555168159,-0.0250398771544941,-0.0477634884027309
7.287109375,0.0256271246304103,-0.0197164387043261,-0.0453337527142386
7.2880859375,0.0253596181102599,-0.017876237758589,-0.0432237190900215
7.2890625,0.0249851089820493,-0.0164303655869384,-0.0413694471172248
7.2900390625,0.0273926676634031,-0.0122241919966822,-0.0396430559701381
7.291015625,0.0239685842054777,-0.0139986714800715,-0.0379806052359065
7.2919921875,0.0234335711651769,-0.0156417080387654,-0.0390675922544425
7.29296875,0.0258411298465307,-0.0141958358671148,-0.0400266984472685
7.2939453125,0.0284091924399747,-0.0122899134590299,-0.0407300429886741
7.294921875,0.0339733280591035,-0.00703219647120964,-0.0410497450529494
7.2958984375,0.0368088971726979,-0.00420617359025623,-0.0410497450529494
7.296875,0.036862398476728,-0.000854379010520797,-0.0377248435844862
7.2978515625,0.0399654741104729,0.00584921014895007,-0.0341441804646028
7.298828125,0.043229053656308,0.0100553837392063,-0.0331850742717769
7.2998046875,0.0465996358102033,0.0174161875221547,-0.0292207686747631
7.30078125,0.0500772205721588,0.0249084342297986,-0.0251925226648942
7.3017578125,0.0505587323084295,0.0293774936694459,-0.0212282170678804
7.302734375,0.0510937453487304,0.0337151101843976,-0.0173917922965767
7.3037109375,0.0485256827552863,0.0347666535819617,-0.0137471887638382
7.3046875,0.0488466905794669,0.0383813340110881,-0.0104862277082301
7.3056640625,0.0518962649091816,0.0473851743527304,-0.00453976931270936
7.306640625,0.0548388366308363,0.0500140328466405,-0.00479553096412961
7.3076171875,0.0576209044404007,0.055206028372113,-0.00242973568849233
7.30859375,0.0572998966162201,0.0570462293178501,-0.000255761651420246
7.3095703125,0.0598144579056341,0.058689265876544,-0.00115092743139111
7.310546875,0.062275517891018,0.0630268823914957,0.000767284954260737
7.3115234375,0.0617940061547472,0.064538476025494,0.00274943775276764
7.3125,0.0642550661401311,0.0661157911218401,0.00185427197279678
7.3134765625,0.0638270557078904,0.0709134578732261,0.00709738582691182
7.314453125,0.0693911913270192,0.0789971977419998,0.00959106192825921
7.3154296875,0.0691771861108988,0.08162605623591,0.0124044400938819
7.31640625,0.0691771861108988,0.0876067093095556,0.0184148389022577
7.3173828125,0.0751693321622683,0.0969391569629366,0.021803680783576
7.318359375,0.0754368386824187,0.103708467584755,0.0282616624819372
7.3193359375,0.0787004182282538,0.110740664055965,0.0320341468403858
7.3203125,0.0820710003821491,0.120861769257519,0.0387478901901672
7.3212890625,0.0825525121184199,0.125133664310123,0.0425843149614709
7.322265625,0.0859765955763453,0.13223158224368,0.0462928589070645
7.3232421875,0.0892936764262105,0.142089801595843,0.0528147810182807
7.32421875,0.089614684250391,0.145770203487317,0.0561396824867439
7.3251953125,0.0898286894665113,0.152013742410354,0.0621500812951197
7.326171875,0.0898821907705414,0.152013742410354,0.0620861408822647
7.3271484375,0.0898286894665113,0.154511157979569,0.0647076978093222
7.328125,0.0895611829463609,0.156679966237045,0.0670734930849594
7.3291015625,0.092182746843835,0.158585888645129,0.0664340889564088
7.330078125,0.094697308133249,0.16325211247182,0.0685441225806259
7.3310546875,0.0942157963969782,0.162003404687213,0.0677768376263651
7.33203125,0.0996194281040167,0.169561372857204,0.0699508116634372
7.3330078125,0.099191417671776,0.171467295265289,0.0722526665262194
7.333984375,0.0988704098475955,0.173636103522765,0.0747463426275668
7.3349609375,0.0986564046314752,0.173241774748679,0.0745545213890016
7.3359375,0.10149197374507,0.179025263435281,0.0774957803803345
7.3369140625,0.0986564046314752,0.176396404941371,0.0777515420317547
7.337890625,0.0988169085435655,0.179945363908149,0.081140383913073
7.3388671875,0.099137916367746,0.186714674529968,0.0875983656114342
7.33984375,0.0995659267999866,0.190723683733181,0.0911790287313176
7.3408203125,0.102936508953882,0.197755880204391,0.0948236322640561
7.341796875,0.103364519386123,0.198873145064302,0.0955269768054618
7.3427734375,0.103739028514333,0.199858966999519,0.0961024405211573
7.34375,0.104113537642544,0.203539368890993,0.0994912824024756
7.3447265625,0.104327542858664,0.206956884933076,0.102624362632374
7.345703125,0.107377117188379,0.210045793663421,0.102688303045229
7.3466796875,0.107323615884349,0.212740373619678,0.105437740797996
7.34765625,0.107163111972259,0.215172067726545,0.107995357312199
